VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,mta_tax,tolls_amount,improvement_surcharge,tip_amount
2,1,22.72,2,1,132,158,1,70,0.5,6.94,1,16.19
2,1,18.73,2,1,132,230,1,70,0.5,11.19,1,21.3
2,1,18.95,2,1,132,262,1,70,0.5,6.94,1,16.19
2,1,17.32,2,1,132,163,1,70,0.5,6.94,1,24.81
2,4,14.86,2,1,132,163,1,70,0.5,0,1,14.8
2,1,16.31,2,1,132,107,1,70,0.5,6.94,1,16.19
2,2,16.08,2,1,132,231,1,70,0.5,0,1,14.8
2,3,17.3,2,1,132,113,1,70,0.5,6.94,1,16.19
2,1,18.72,2,1,132,90,1,70,0.5,6.94,1,24.28
2,1,17.43,2,1,132,163,1,70,0.5,0,1,14.8
2,2,14.93,2,1,132,163,1,70,0.5,0,1,14.8
2,1,17.7,2,1,132,161,1,70,0.5,6.94,1,10
2,1,21.21,2,1,132,143,1,70,0.5,6.94,1,16.19
2,2,17.11,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,17.02,2,1,132,232,1,70,0.5,0,1,14.8
2,1,17.98,2,1,132,236,1,70,0.5,6.94,1,16.54
2,3,18.52,2,1,132,50,1,70,0.5,6.94,1,16.19
2,1,17.47,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,17.43,2,1,132,141,1,70,0.5,6.94,1,12.4
2,1,18.6,2,1,132,249,1,70,0.5,6.94,1,16.54
2,3,11.2,1,1,132,257,1,50.6,0.5,0,1,10.92
2,1,9.04,1,1,132,36,1,39.4,0.5,0,1,8.68
2,1,16.87,2,1,132,186,1,70,0.5,6.94,1,5
2,2,16.65,2,1,132,162,1,70,0.5,6.94,1,16.19
2,2,16.86,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,26.46,2,1,132,143,1,70,0.5,6.94,1,16.19
2,1,18.29,2,1,132,262,1,70,0.5,6.94,1,16.19
2,3,18.5,2,1,132,186,1,70,0.5,6.94,1,16.19
2,1,18.33,2,1,132,100,1,70,0.5,6.94,1,10
2,2,17.96,2,1,132,230,1,70,0.5,6.94,1,10
2,1,17.29,2,1,132,163,1,70,0.5,6.94,1,16.54
2,1,15.11,2,1,132,125,1,70,0.5,0,1,14.8
2,1,19.53,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,16.89,2,1,132,164,1,70,0.5,6.94,1,18
2,1,16.75,2,1,132,107,1,70,0.5,6.94,1,16.19
2,1,16.74,2,1,132,164,1,70,0.5,6.94,1,16.54
2,1,19.15,2,1,132,48,1,70,0.5,6.94,1,16.54
2,1,21.31,2,1,132,88,1,70,0.5,6.94,1,16.54
2,2,20.88,2,1,132,87,1,70,0.5,6.94,1,20.23
2,1,16.42,2,1,132,170,1,70,0.5,6.94,1,8
2,2,20.11,2,1,132,158,1,70,0.5,6.94,1,20.23
2,1,17.31,2,1,132,107,1,70,0.5,6.94,1,16.19
2,1,19.49,2,1,132,238,1,70,0.5,6.94,1,16.19
2,2,18.21,2,1,132,230,1,70,0.5,6.94,1,16.19
2,4,21.66,2,1,132,161,1,70,0.5,6.94,1,16.19
2,2,17,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,17.34,2,1,132,68,1,70,0.5,6.94,1,16.19
2,1,29.18,2,1,132,13,1,70,0.5,6.94,1,16.54
2,2,16.83,2,1,132,170,1,70,0.5,6.94,1,13
2,2,18.81,2,1,132,4,1,70,0.5,6.94,1,10
2,1,18.23,2,1,132,170,1,70,0.5,6.94,1,8
2,1,18.11,2,1,132,100,1,70,0.5,6.94,1,15
2,1,18.23,2,1,132,142,1,70,0.5,6.94,1,20.23
2,1,17.07,2,1,132,170,1,70,0.5,6.94,1,20.23
2,2,17.99,2,1,132,148,1,70,0.5,6.94,1,16.19
2,1,19.22,2,1,132,262,1,70,0.5,6.94,1,10
2,2,17.56,2,1,132,90,1,70,0.5,6.94,1,5
2,1,17.46,1,1,132,142,1,83.5,0.5,6.94,1,18.89
2,2,18.68,2,1,132,211,1,70,0.5,6.94,1,5
2,1,19.92,5,1,132,13,1,86,0,0,1,30
2,1,18.08,2,1,132,263,1,70,0.5,6.94,1,16.19
2,2,16.12,5,1,132,186,1,85,0,0,1,5
2,1,21.3,2,1,132,163,1,70,0.5,6.94,1,9
2,1,17.25,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,18.04,2,1,132,262,1,70,0.5,0,1,15.15
2,1,13.13,1,1,132,7,1,51.3,0.5,0,1,11.06
2,1,23.28,2,1,132,231,1,70,0.5,6.94,1,5
2,1,16.95,2,1,132,170,1,70,0.5,6.94,1,12.4
2,1,17.9,2,1,132,224,1,70,0.5,6.94,1,16.19
2,1,0,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,16.7,2,1,132,170,1,70,0.5,15.38,1,5
2,2,18.55,2,1,132,230,1,70,0.5,6.94,1,10
2,1,17.32,2,1,132,234,1,70,0.5,6.94,1,10
2,2,17.08,2,1,132,68,1,70,0.5,6.94,1,12
2,1,17.23,2,1,132,100,1,70,0.5,6.94,1,16.19
2,2,21.16,2,1,132,88,1,70,0.5,6.94,1,10
2,1,17.33,2,1,132,107,1,70,0.5,6.94,1,16.54
2,1,17.81,2,1,132,230,1,70,0.5,6.94,1,2.31
2,3,16.9,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.12,2,1,132,233,1,70,0.5,6.94,1,10
2,1,18.17,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.21,2,1,132,90,1,70,0.5,6.94,1,16.19
2,2,18.6,2,1,132,68,1,70,0.5,6.94,1,7.3
2,4,17.8,2,1,132,230,1,70,0.5,6.94,1,15
2,4,22.91,2,1,132,13,1,70,0.5,6.94,1,16.19
2,1,17.34,2,1,132,170,1,70,0.5,6.94,1,7
2,1,20.14,2,1,132,141,1,70,0.5,6.94,1,16.19
2,1,17.32,2,1,132,164,1,70,0.5,6.94,1,16.54
2,3,17.45,2,1,132,107,1,70,0.5,6.94,1,5
2,1,18.66,2,1,132,107,1,70,0.5,6.94,1,16.54
2,3,16.68,2,1,132,233,1,70,0.5,6.94,1,16.54
2,1,18.77,2,1,132,164,1,70,0.5,0,1,18.94
2,4,17.74,2,1,132,230,1,70,0.5,6.94,1,16.19
2,4,17.3,2,1,132,230,1,70,0.5,6.94,1,16.19
2,1,17.94,2,1,132,229,1,70,0.5,6.94,1,16.19
2,1,17.1,2,1,132,164,1,70,0.5,6.94,1,16.19
2,2,16.41,2,1,132,161,1,70,0.5,6.94,1,16.19
2,1,17.41,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,18.36,1,1,132,209,1,84.2,0.5,0,1,17.64
2,1,4.46,1,1,264,148,1,29.6,0.5,0,1,6.72
2,1,17.95,2,1,132,48,1,70,0.5,6.94,1,10
2,1,18.53,2,1,132,100,1,70,0.5,6.94,1,16.54
2,2,18.3,2,1,132,148,1,70,0.5,0,1,11.36
2,1,17.43,2,1,132,230,1,70,0.5,6.94,1,20.23
2,2,21.47,2,1,132,143,1,70,0.5,6.94,1,13
2,1,28.35,2,1,132,87,1,70,0.5,6.94,1,16.19
2,1,18,2,1,132,230,1,70,0.5,0,1,15.15
2,1,16.42,2,1,132,170,1,70,0.5,6.94,1,10
2,3,18.05,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,16.64,2,1,132,170,1,70,0.5,6.94,1,10
2,1,17.4,2,1,132,233,1,70,0.5,6.94,1,16.54
2,4,19.54,2,1,132,142,1,70,0.5,6.94,1,16.19
2,1,12.67,2,1,138,132,1,70,0.5,0,1,4
2,2,20.5,2,1,132,87,1,70,0.5,6.94,1,16.54
2,3,20.49,2,1,132,186,1,70,0.5,6.94,1,16.19
2,1,17.45,2,1,132,164,1,70,0.5,6.94,1,15
2,1,20.01,2,1,132,263,1,70,0.5,6.94,1,8.27
2,3,21.29,2,1,132,163,1,70,0.5,6.94,1,16.19
2,3,17.35,2,1,132,230,1,70,0.5,6.94,1,10
2,3,18.61,2,1,132,224,1,70,0.5,6.94,1,16.19
2,1,18.17,2,1,132,114,1,70,0.5,6.94,1,16.19
2,1,17.82,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,16.35,2,1,132,170,1,70,0.5,6.94,1,20.23
2,3,17.84,2,1,132,148,1,70,0.5,0,1,10
2,1,17.01,2,1,132,161,1,70,0.5,6.94,1,16.54
2,1,17.85,2,1,132,161,1,70,0.5,6.94,1,5
2,2,18.15,2,1,132,161,1,70,0.5,6.94,1,10
2,1,16.72,2,1,132,48,1,70,0.5,6.94,1,16.19
2,1,17.27,2,1,132,170,1,70,0.5,6.94,1,10
2,4,16.28,2,1,132,233,1,70,0.5,6.94,1,10
2,2,17.37,2,1,132,162,1,70,0.5,6.94,1,16.19
2,3,21.54,2,1,132,239,1,70,0.5,6.94,1,20.23
2,2,17.18,2,1,132,229,1,70,0.5,0,1,14.8
2,4,17.91,2,1,132,230,1,70,0.5,6.94,1,10
2,1,17.56,2,1,132,162,1,70,0.5,6.94,1,16.19
2,1,7.3,1,1,132,86,1,31.7,0.5,0,1,8.93
2,2,16.68,2,1,132,162,1,70,0.5,6.94,1,16.54
2,1,7.61,1,1,132,222,1,32.4,0.5,0,1,5
2,1,17.07,2,1,132,162,1,70,0.5,6.94,1,16.19
2,4,18.58,2,1,132,163,1,70,0.5,6.94,1,16.19
2,2,21.55,2,1,132,237,1,70,0.5,6.94,1,16.19
2,3,27.85,2,1,132,13,1,70,0.5,6.94,1,16.54
2,3,18.94,2,1,132,230,1,70,0.5,6.94,1,0.55
2,2,20,2,1,132,231,1,70,0.5,0,1,14.8
2,2,18.79,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,17.22,2,1,132,234,1,70,0.5,6.94,1,5
2,1,16.97,2,1,132,234,1,70,0.5,6.94,1,16.19
2,2,17.13,2,1,132,142,1,70,0.5,0,1,14.8
2,2,16.67,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,16.96,2,1,132,79,1,70,0.5,6.94,1,16.19
2,1,17.32,2,1,132,141,1,70,0.5,0,1,15.15
2,2,21.03,2,1,132,142,1,70,0.5,6.94,1,16.19
2,2,18.22,2,1,132,230,1,70,0.5,6.94,1,16.54
2,1,18.82,2,1,132,163,1,70,0.5,6.94,1,16.19
2,4,16.41,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,17.67,2,1,132,230,1,70,0.5,6.94,1,20.23
2,1,15.85,2,1,132,170,1,70,0.5,6.94,1,10
2,2,17.68,2,1,132,100,1,70,0.5,6.94,1,16.19
2,2,19.15,2,1,132,230,1,70,0.5,6.94,1,20.23
2,1,18.49,2,1,132,262,1,70,0.5,6.94,1,24.28
2,3,19.34,2,1,132,262,1,70,0.5,6.94,1,16.19
2,2,16.02,2,1,132,170,1,70,0.5,6.94,1,8
2,1,16.53,2,1,132,100,1,70,0.5,6.94,1,16.19
2,1,27.81,2,1,132,13,1,70,0.5,6.94,1,10
2,1,21.79,2,1,132,143,1,70,0.5,6.94,1,16.19
2,1,18.15,2,1,132,230,1,70,0.5,6.94,1,8
2,3,18.48,2,1,132,186,1,70,0.5,6.94,1,16.19
2,1,19.45,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,19.64,2,1,132,231,1,70,0.5,0,1,15.15
2,2,22.91,2,1,132,125,1,70,0.5,6.94,1,24.28
2,1,17.51,2,1,132,170,1,70,0.5,6.94,1,12
2,2,18.15,2,1,132,230,1,70,0.5,6.94,1,24.28
2,2,18.04,2,1,132,100,1,70,0.5,0,1,14.8
2,1,20.27,1,1,132,75,1,100.3,0.5,6.94,1,15
2,1,20.78,2,1,132,236,1,70,0.5,6.94,1,12.4
2,2,34.81,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,17.22,2,1,132,186,1,70,0.5,6.94,1,16.19
2,1,19.27,2,1,132,230,1,70,0.5,0,1,14.8
2,2,17.02,2,1,132,233,1,70,0.5,6.94,1,7
2,1,11.08,1,1,132,98,1,47.1,0.5,0,1,10.22
2,2,17.43,2,1,132,13,1,70,0.5,6.94,1,10
2,1,20.61,1,1,132,68,1,94.7,0.5,6.94,1,5
2,4,17.93,2,1,132,163,1,70,0.5,6.94,1,16.19
2,4,18.84,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,22.35,2,1,132,142,1,70,0.5,6.94,1,10
2,1,17.07,2,1,132,170,1,70,0.5,6.94,1,16.54
2,1,17.2,2,1,132,164,1,70,0.5,6.94,1,16.54
2,2,17.36,2,1,132,170,1,70,0.5,6.94,1,4
2,2,18.3,2,1,132,230,1,70,0.5,6.94,1,10
2,2,21.42,2,1,132,142,1,70,0.5,6.94,1,16.19
2,1,17.51,2,1,132,164,1,70,0.5,6.94,1,16.19
2,1,17.67,2,1,132,164,1,70,0.5,6.94,1,20.67
2,2,19.42,2,1,132,238,1,70,0.5,6.94,1,20.23
2,2,19.34,2,1,132,144,1,70,0.5,6.94,1,8
2,1,17.16,2,1,132,164,1,70,0.5,6.94,1,10
2,4,16.91,2,1,132,162,1,70,0.5,6.94,1,8
2,1,18.17,2,1,132,68,1,70,0.5,6.94,1,8
2,2,22.52,2,1,132,143,1,70,0.5,6.94,1,5
2,4,17.93,2,1,132,163,1,70,0.5,6.94,1,20.23
2,1,18.04,2,1,132,230,1,70,0.5,6.94,1,16.54
2,2,16.88,2,1,132,48,1,70,0.5,6.94,1,16.19
2,3,22.47,2,1,132,50,1,70,0.5,6.94,1,16.19
2,2,19.67,2,1,132,211,1,70,0.5,6.94,1,16.19
2,1,16.98,2,1,132,137,1,70,0.5,6.94,1,16.19
2,2,17.01,2,1,132,233,1,70,0.5,6.94,1,10
2,2,19.81,2,1,132,238,1,70,0.5,6.94,1,20.67
2,1,28.71,2,1,132,125,1,70,0.5,6.94,1,8.27
2,3,18.11,2,1,132,237,1,70,0.5,6.94,1,16.19
2,1,17.68,2,1,132,234,1,70,0.5,6.94,1,16.54
2,2,19.05,2,1,132,79,1,70,0.5,6.94,1,16.19
2,2,19.48,2,1,132,232,1,70,0.5,6.94,1,8.27
2,3,17.56,2,1,132,230,1,70,0.5,6.94,1,16.19
2,2,18.12,2,1,132,90,1,70,0.5,6.94,1,10
2,1,16.81,2,1,132,170,1,70,0.5,6.94,1,16.54
2,2,19.47,2,1,132,4,1,70,0.5,6.94,1,16.19
2,2,16.98,2,1,132,164,1,70,0.5,6.94,1,16.54
2,2,16.51,2,1,132,186,1,70,0.5,6.94,1,10
2,1,16.85,2,1,132,137,1,70,0.5,6.94,1,10
2,1,17.89,2,1,132,158,1,70,0.5,6.94,1,16.19
2,1,16.53,2,1,132,233,1,70,0.5,6.94,1,16.19
2,3,0.11,2,1,132,132,1,70,0.5,6.94,1,8
2,1,20.66,5,1,132,142,1,75,0,6.94,1,17.09
2,1,17.76,1,1,132,90,1,79.3,0.5,6.94,1,5
2,1,17.18,2,1,132,48,1,70,0.5,6.94,1,20.23
2,2,17.8,2,1,132,230,1,70,0.5,6.94,1,16.19
2,4,20.7,2,1,132,238,1,70,0.5,6.94,1,8.27
2,1,20.3,2,1,132,239,1,70,0.5,6.94,1,16.54
2,1,21.34,2,1,132,261,1,70,0.5,0,1,14.8
2,1,20.36,2,1,132,142,1,70,0.5,0,1,15.15
2,3,17.31,2,1,132,48,1,70,0.5,6.94,1,16.19
2,2,16.7,2,1,132,161,1,70,0.5,6.94,1,16.19
